종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"002240","고려제강","KOSPI",,"17400","300","1.75","17200","17650","17200","24689","430375700","400200000000","23000000"
"014570","고려제약","KOSDAQ","우량기업부","6960","240","3.57","6800","7050","6800","23919","165532220","76560000000","11000000"
"348150","고바이오랩","KOSDAQ","기술성장기업부","10550","450","4.46","10300","10650","10250","25290","264316850","179672291950","17030549"
"098460","고영","KOSDAQ","우량기업부","13450","-100","-0.74","13950","14000","13400","261655","3573031650","923406454750","68654755"
"035290","골드앤에스","KOSDAQ","중견기업부","4300","200","4.88","4165","4300","4165","279505","1188750040","155762813000","36223910"
"038530","골드퍼시픽","KOSDAQ","중견기업부","452","10","2.26","442","464","442","231568","105517214","41591426812","92016431"
"900280","골든센츄리","KOSDAQ","외국기업(소속부없음)","395","3","0.77","393","399","388","730669","286684005","81134693760","205404288"
"215000","골프존","KOSDAQ","우량기업부","105900","1000","0.95","106400","106700","100000","41812","4373190600","664566448500","6275415"
"121440","골프존뉴딘홀딩스","KOSDAQ","우량기업부","5290","90","1.73","5210","5320","5200","74549","391845210","226606767220","42836818"
"183410","골프존데카","KONEX","일반기업부","3130","-5","-0.16","2810","3150","2810","29","90155","12867933930","4111161"
"366030","공구우먼","KOSDAQ","중견기업부","7140","350","5.15","6940","7250","6900","197048","1398768460","157312764000","22032600"
"076340","관악산업","KONEX","일반기업부","7100","-130","-1.80","6160","7190","6160","1634","10075870","34587366000","4871460"
"009290","광동제약","KOSPI",,"5550","70","1.28","5550","5660","5540","90163","504374730","290935723050","52420851"
"014200","광림","KOSDAQ","중견기업부","1240","55","4.64","1220","1255","1200","1712812","2106908980","112476303040","90706696"
"017040","광명전기","KOSPI",,"2000","105","5.54","1925","2005","1925","347258","684651800","86675230000","43337615"
"029480","광무","KOSDAQ","관리종목(소속부없음)","3545","100","2.90","3520","3660","3485","52956","187867970","116443565060","32847268"
"017900","광전자","KOSPI",,"2055","70","3.53","2000","2070","1985","43565","88843890","119074432965","57943763"
"037710","광주신세계","KOSPI",,"31450","300","0.96","31200","31800","31200","1605","50557500","251600000000","8000000"
"026910","광진실업","KOSDAQ","중견기업부","4920","175","3.69","4700","4950","4700","14163","67974535","31514592600","6405405"
"355150","교보10호스팩","KOSDAQ","SPAC(소속부없음)","2400","0","0.00","0","0","0","0","0","12768000000","5320000"
"397880","교보11호스팩","KOSDAQ","SPAC(소속부없음)","2080","-15","-0.72","2105","2105","2060","29859","62065945","9235200000","4440000"
"421800","교보12호스팩","KOSDAQ","SPAC(소속부없음)","2060","-15","-0.72","2075","2080","2045","21875","44847115","12318800000","5980000"
"331520","교보9호스팩","KOSDAQ","SPAC(소속부없음)","1820","125","7.37","1695","1830","1690","168841","298196675","7061600000","3880000"
"030610","교보증권","KOSPI",,"5600","70","1.27","5580","5640","5570","23470","131327410","362058457600","64653296"
"339770","교촌에프앤비","KOSPI",,"9680","340","3.64","9400","9830","9400","27222","262501750","241830987200","24982540"
"053270","구영테크","KOSDAQ","중견기업부","2395","145","6.44","2300","2395","2290","139042","326543875","63214046730","26394174"
"007690","국도화학","KOSPI",,"45050","900","2.04","44700","45200","44450","20136","904024400","405928250800","9010616"
"005320","국동","KOSPI",,"1030","44","4.46","1005","1040","1005","226415","231477575","57071667580","55409386"
"001140","국보","KOSPI",,"873","10","1.16","866","889","853","1116560","974704597","69299420067","79380779"
"066620","국보디자인","KOSDAQ","우량기업부","16100","600","3.87","15500","16100","15500","4838","77225900","120750000000","7500000"
"043650","국순당","KOSDAQ","우량기업부","6720","110","1.66","6660","6820","6660","33358","225748750","120007802880","17858304"
"006050","국영지앤엠","KOSDAQ","중견기업부","1185","55","4.87","1145","1220","1135","306121","357385365","41350862955","34895243"
"060480","국일신동","KOSDAQ","중견기업부","2630","115","4.57","2535","2630","2535","74757","193949115","29166700000","11090000"
"078130","국일제지","KOSDAQ","중견기업부","2035","100","5.17","1960","2065","1960","563717","1137443200","259701557555","127617473"
"307750","국전약품","KOSDAQ","우량기업부","7730","420","5.75","7410","8030","7410","3531562","27498556960","379305449370","49069269"
"002720","국제약품","KOSPI",,"4040","195","5.07","3995","4130","3935","112245","455837685","81588401960","20195149"
"243870","굿센","KONEX","일반기업부","15000","0","0.00","15000","15000","15000","1","15000","38757075000","2583805"
"035080","그래디언트","KOSDAQ","중견기업부","14050","850","6.44","13500","14150","13500","58502","816193900","218162555200","15527584"
"204020","그리티","KOSDAQ","중견기업부","2865","125","4.56","2775","2880","2775","32894","93315025","57722386950","20147430"
